Text ID	English
Text.Guard.Heat.11	Peguem ele!
Text.Guard.Heat.12	Ele está aqui!
Text.Guard.Heat.13	Parem ele!
Text.Guard.Heat.14	Acabem com ele!
Text.Guard.Heat.15	Liguem os tazers!
Text.Guard.Heat.16	Acabem com ele!
Text.Guard.Heat.17	A casa caiu, peguem ele!
Text.Guard.Heat.18	Todo mundo! Atrás dele!
Text.Guard.Heat.19	Vamos pega-lo!
Text.Guard.Heat.20	É ele!
	
Text.Guard.Chat.1	Mova-se, $name
Text.Guard.Chat.2	Saí da frente $name
Text.Guard.Chat.3	Com licença, $name
Text.Guard.Chat.4	Suma daqui, $name
Text.Guard.Chat.5	Pelo amor, $name, sai da frente
Text.Guard.Chat.6	Depressa $name
Text.Guard.Chat.7	Vamos $name
Text.Guard.Chat.8	Rápido $name
Text.Guard.Chat.9	Anda $name
Text.Guard.Chat.10	Saí do caminho $name
Text.Guard.Chat.11	Xô, xô $name!
	
Text.Guard.Work.1	Vá trabalhar, $name!
Text.Guard.Work.2	Você devia estar no trabalho $name!
Text.Guard.Work.3	$name, vai trabalhar!
Text.Guard.Work.4	Tu tem trabalho á fazer $name!
Text.Guard.Work.5	Vai trabalhar $name, seu vagabundo!
Text.Guard.Work.6	Ei $name! Vá pro trabalho! Agora!
Text.Guard.Work.7	Vá trabalhar $name!
Text.Guard.Work.8	Vá trabalhar $name, antes que te reporte!
	
Text.Guard.Naked.1	Vá se vestir, $name!
Text.Guard.Naked.2	$name, ninguém quer ver isso!
Text.Guard.Naked.3	$name, vista-se!
Text.Guard.Naked.4	$name, ninguém quer ver tu pelado!
Text.Guard.Naked.5	$name! Arrume alguma roupa!
Text.Guard.Naked.6	$name, não tem vergonha?
Text.Guard.Naked.7	Parece bom, $name
	
Text.Guard.Cell.1	$name! Saía dessa cela!
Text.Guard.Cell.2	Saia dessa cela, $name!
Text.Guard.Cell.3	Vaza daí $name!
Text.Guard.Cell.4	Dá o fora dessa cela $name!
Text.Guard.Cell.5	Essa não é sua cela $name!
Text.Guard.Cell.6	Você não devia estar ai $name!
Text.Guard.Cell.7	Mova-se $name!
	
Text.GuardAlert.Fighting.1	Pare com isso $name!
Text.GuardAlert.Fighting.2	Ei! $name!
Text.GuardAlert.Fighting.3	$name! Desista!
	
Text.Player.ActionInmate.1	Mas que porra foi essa!?
Text.Player.ActionInmate.2	Cuidado com o que tu faz
Text.Player.ActionInmate.3	Que isso otário?
Text.Player.ActionInmate.4	Levante-se
Text.Player.ActionInmate.5	Calma ae
Text.Player.ActionInmate.6	Mexa-se
Text.Player.ActionInmate.7	Quem você acha que é
Text.Player.ActionInmate.8	Tá afim de levar uma surra?
Text.Player.ActionInmate.9	Ah, hoje tu vai apanhar
Text.Player.ActionInmate.10	Se cuida otário
	
Text.Player.Follow.1	Vamos
Text.Player.Follow.2	Me siga
Text.Player.Follow.3	Venha
Text.Player.Follow.4	Me siga
Text.Player.Follow.5	Por aqui
Text.Player.Follow.6	Tem um minuto?
Text.Player.Follow.7	Vâmo
Text.Player.Follow.8	Por aqui
	
Text.Player.Dismiss.1	Isso é tudo
Text.Player.Dismiss.2	Ficamos por aqui
Text.Player.Dismiss.3	Valeu
Text.Player.Dismiss.4	Descansar!
Text.Player.Dismiss.5	Obrigado.
Text.Player.Dismiss.6	Bom trabalho
Text.Player.Dismiss.7	Cuide-se
Text.Player.Dismiss.8	Até
	
Text.Player.Follow.Attack.1	Peguem ele!
Text.Player.Follow.Attack.2	Acabem com ele!
Text.Player.Follow.Attack.3	Atrás dele!
Text.Player.Follow.Attack.4	Detonem ele!
Text.Player.Follow.Attack.5	Tá na hora dele apanhar!
Text.Player.Follow.Attack.6	Cacem ele!
Text.Player.Follow.Attack.7	Destruam ele!
Text.Player.Follow.Attack.8	Vâmo atrás dele!
Text.Player.Follow.Attack.9	Quebrem ele!
Text.Player.Follow.Attack.10	Derrubem ele
Text.Player.Follow.Attack.11	Vâmo levar ele pra enfermaria!
Text.Player.Follow.Attack.12	ATACAR!
Text.Player.Follow.Attack.13	Vâmo fazer um estrago nele
Text.Player.Follow.Attack.14	Esfregue o chão com a cara dele
Text.Player.Follow.Attack.15	Cubram ele de porrada!
Text.Player.Follow.Attack.16	Pegue aquele cara!
Text.Player.Follow.Attack.17	Matem ele!
Text.Player.Follow.Attack.18	Esmaguem ele!
Text.Player.Follow.Attack.19	Vâmo brincar de pega-mata
Text.Player.Follow.Attack.20	Acabem com aquele ali.
Text.Player.Follow.Attack.21	Pare de olhar para mim. É isso - bata nele!
	
Text.Inmates.PlayerRep0.1	What you looking at boy?
Text.Inmates.PlayerRep0.2	Don't you be eyeballin' me
Text.Inmates.PlayerRep0.3	You got a problem?
Text.Inmates.PlayerRep0.4	You got my money yet?
Text.Inmates.PlayerRep0.5	Watch your back
Text.Inmates.PlayerRep0.6	Yeah ya' better keep walkin'
Text.Inmates.PlayerRep0.7	Keep walking!
Text.Inmates.PlayerRep0.8	What you been sayin' about me?
Text.Inmates.PlayerRep0.9	Talking behind my back eh?
Text.Inmates.PlayerRep0.10	Snitching on me eh?
Text.Inmates.PlayerRep0.11	I told you before about
Text.Inmates.PlayerRep0.12	Don't remember saying you could walk past me
Text.Inmates.PlayerRep0.13	Keep outta my face
Text.Inmates.PlayerRep0.14	Keep out my way
Text.Inmates.PlayerRep0.15	You owe me boy, don't forget it
Text.Inmates.PlayerRep0.16	I'll drop you right here!
Text.Inmates.PlayerRep0.17	Ain't nobody else here so you must be talkin' to me
Text.Inmates.PlayerRep0.18	Did someone squeak?
Text.Inmates.PlayerRep0.19	Cool it, little man
Text.Inmates.PlayerRep0.20	Get outta my face!
Text.Inmates.PlayerRep0.21	You jus' keep talkin'
Text.Inmates.PlayerRep0.22	You gonna bark all day little doggie?
Text.Inmates.PlayerRep0.23	I told you before what would happen
Text.Inmates.PlayerRep0.24	Sick of telling you this!
Text.Inmates.PlayerRep0.25	Don't you look at me in that tone!
	
Text.Visitor.Greet1	Você nunca adivinharia..
Text.Visitor.Greet2	Adivinha...
Text.Visitor.Greet3	Tenho notícias...
Text.Visitor.Greet4	Tudo bem?
Text.Visitor.Greet5	Como tu tá?
Text.Visitor.Greet6	Tudo legal?
Text.Visitor.Greet7	De boa?
Text.Visitor.Greet8	É você?
Text.Visitor.Greet9	Estou atrasado, desculpe-me
Text.Visitor.Greet10	Bom te ver
Text.Visitor.Greet11	Tu parece cansado
Text.Visitor.Greet12	Trouxe notícias
Text.Visitor.Greet13	Tenho algo pra te contar
Text.Visitor.Greet14	Já ouviu as boas?
Text.Visitor.Greet15	Já leu o jornal de hoje?
Text.Visitor.Greet16	Já se acostumou?
Text.Visitor.Greet17	Tá tudo certo?
Text.Visitor.Greet18	Você não chamou...
Text.Visitor.Greet19	Por que você não me escreveu?
Text.Visitor.Greet20	Eu li seu email
Text.Visitor.Greet21	Li sua carta
Text.Visitor.Greet22	Recebi sua mensagem
Text.Visitor.Greet23	Vim o mais rápido que pude
Text.Visitor.Greet24	Tenho que te contar algo
Text.Visitor.Greet25	Tenho uma confissão
Text.Visitor.Greet26	Trago notícias
Text.Visitor.Greet27	Tenho um anuncio pra fazer
Text.Visitor.Greet28	Uma mensagem de fora
Text.Visitor.Greet29	Word on the grapevine. 
Text.Visitor.Greet30	Uma coisa de fora daqui
Text.Visitor.Greet31	Isso deve te animar…
Text.Visitor.Greet32	Calma, você vai gostar…
Text.Visitor.Greet33	Então, err…
Text.Visitor.Greet34	Não acho que vai curtir isso…
Text.Visitor.Greet35	Não sei como irá receber isso…
Text.Visitor.Greet36	Certo, não posso mentir…
Text.Visitor.Greet37	Te respeito muito, mas preciso dizer…
Text.Visitor.Greet38	Ouça…
Text.Visitor.Greet39	Bem, preciso tirar isso de mim…
Text.Visitor.Greet40	Não fique nervoso…
Text.Visitor.Greet41	Prometa que não vai gritar…
Text.Visitor.Greet42	Eu preciso que você coloque sua cabeça em torno disso.
Text.Visitor.Greet43	Não enlouqueça..
Text.Visitor.Greet44	Mantenha isso só entre nós...
Text.Visitor.Greet45	Pode guardar um segredo?
Text.Visitor.Greet46	Vou lhe dizer o que anda me perturbando..
Text.Visitor.Greet47	Se tu já tava com raiva, espera até ouvir isso…
Text.Visitor.Greet48	Estou com o coração doendo, mas preciso lhe contar…
Text.Visitor.Greet49	Pera, deixa eu parar de rir pra te contar…
Text.Visitor.Greet50	Não querendo ser o portador de más notícias, mas.
	
Text.Visitor.Banter1	O periquito, ele morreu.
Text.Visitor.Banter2	A vovó morreu.
Text.Visitor.Banter3	O vovô bateu as botas
Text.Visitor.Banter4	O cachorro se foi.
Text.Visitor.Banter5	Sabe a Argloss? A loja toda tá com desconto de 50% !
Text.Visitor.Banter6	Eu hipotequei a caravana
Text.Visitor.Banter7	Os oficiais tiraram tudo nosso
Text.Visitor.Banter8	Nossa casa pegou fogo
Text.Visitor.Banter9	Eu gastei tudo da nossa conta
Text.Visitor.Banter10	Irei emigrar
Text.Visitor.Banter11	Irei mudar
Text.Visitor.Banter12	Vou sumir por uns tempos
Text.Visitor.Banter13	Vou te tirar daqui
Text.Visitor.Banter14	Andei recebendo ameaças anonimas
Text.Visitor.Banter15	Os trolls estão acabando comigo
Text.Visitor.Banter16	A caldeira precisa de concerto novamente
Text.Visitor.Banter17	Vendi tudo que era seu para arrumar uma grana
Text.Visitor.Banter18	Estou em um noivado
Text.Visitor.Banter19	Estou divorciando
Text.Visitor.Banter20	Irei sair do meu trabalho
Text.Visitor.Banter21	Seu advogado está nos evitando
Text.Visitor.Banter22	Seu advogado desistiu
Text.Visitor.Banter23	Seu advogado fugiu com o dinheiro
Text.Visitor.Banter24	Seu advogado disse que não tem esperanças para você
Text.Visitor.Banter25	Seu pedido foi negado
Text.Visitor.Banter26	A juíza riu do seu pedido
Text.Visitor.Banter27	Sua solicitação para a condicional foi negada
Text.Visitor.Banter28	Seu pedido foi jogado no vaso
Text.Visitor.Banter29	O gato defecou no tapete
Text.Visitor.Banter30	Roubaram meu trator
Text.Visitor.Banter31	Roubaram meu carro
Text.Visitor.Banter32	Roubaram minhas sandálias
Text.Visitor.Banter33	Roubaram meus calçados
Text.Visitor.Banter34	O pão aumentou 10 centavos
Text.Visitor.Banter35	O leite aumentou de preço
Text.Visitor.Banter36	Cancelaram nossa compra
Text.Visitor.Banter37	Comprei uma nova casa
Text.Visitor.Banter38	Comprei um carro novo
Text.Visitor.Banter39	Comprei um chápeu
Text.Visitor.Banter40	Vou ser famoso!
Text.Visitor.Banter41	Mudei de emprego
Text.Visitor.Banter42	Está será minha última visita
Text.Visitor.Banter43	Andei me divertindo muito
Text.Visitor.Banter44	Estou vivendo meu sonho
Text.Visitor.Banter45	Estou usando peruca
Text.Visitor.Banter46	A vovó costurou novas meias para você
Text.Visitor.Banter47	A vovó comprou um chapéu novo pra você
Text.Visitor.Banter48	A vovó está com problemas intestinais de novo
Text.Visitor.Banter49	A vovó vai operar amanhã
Text.Visitor.Banter50	O eletricista me enganou
Text.Visitor.Banter51	Fui expulso da igreja
Text.Visitor.Banter52	Fui expulso de alguns lugares
Text.Visitor.Banter53	Me proibiram de vir te visitar
Text.Visitor.Banter54	Fui banido do WoW
Text.Visitor.Banter55	Consegui um pouco de grana
Text.Visitor.Banter56	Assaltei um banco
Text.Visitor.Banter57	Não ando pagando as contas
Text.Visitor.Banter58	Esqueci de pagar os impostos
Text.Visitor.Banter59	Não acredito na vida que ando tendo
Text.Visitor.Banter60	Eu fui ao solário
Text.Visitor.Banter61	Estou pensando em chamar o leiteiro pra morar comigo
Text.Visitor.Banter62	Virei modelo
Text.Visitor.Banter63	Eu tenho conversado com um monte de homens lindos
Text.Visitor.Banter64	Estou pensando em chamar o carteiro pra morar comigo
Text.Visitor.Banter65	Andei falando com um monte de gostosas
Text.Visitor.Banter66	Eu gastei muito dinheiro jogando online
Text.Visitor.Banter67	O papagaio fugiu
Text.Visitor.Banter68	Não estou sendo fiel
Text.Visitor.Banter69	Eu peguei os do cassino
Text.Visitor.Banter70	Eu derreti nossas economias no cassino
Text.Visitor.Banter71	Eu gastei todas as nossas economias no bingo
Text.Visitor.Banter72	Estou começando tudo de novo
Text.Visitor.Banter73	Preciso começar tudo de novo
Text.Visitor.Banter74	As coisas estão fora do controle
Text.Visitor.Banter75	Está tudo bagunçado
Text.Visitor.Banter76	A mulher barbada tem barba boba babada e um barbado bobo todo babado!
	
Text.Visitor.Leave1	é só isso que tenho á dizer
Text.Visitor.Leave2	é só isso
Text.Visitor.Leave3	...era só isso
Text.Visitor.Leave4	Até a próxima
Text.Visitor.Leave5	Bem, já cansei. Até
Text.Visitor.Leave6	Vou indo
Text.Visitor.Leave7	Tchau
Text.Visitor.Leave8	Tenho que ir
Text.Visitor.Leave9	Vou dar o fora
Text.Visitor.Leave10	Divirta-se
Text.Visitor.Leave11	Mantenha contato
Text.Visitor.Leave12	Não se distancie
Text.Visitor.Leave13	Estou indo.
Text.Visitor.Leave14	Bom, perdi alguns minutos preciosos...
Text.Visitor.Leave15	Que coisa chata...
Text.Visitor.Leave16	Foi bom conversar com você
Text.Visitor.Leave17	Até logo
Text.Visitor.Leave18	Vou te manter por dentro
Text.Visitor.Leave19	Vou manter tu atualizado
Text.Visitor.Leave20	Entrarei em contato
Text.Visitor.Leave21	Adios
Text.Visitor.Leave22	Agora, tenho mais o que fazer
Text.Visitor.Leave23	Tenho que encontrar um cachorro
Text.Visitor.Leave24	Tenho que conversar com outros
Text.Visitor.Leave25	Tenho que ir pra... qualquer outro lugar
Text.Visitor.Leave26	Volto depois
Text.Visitor.Leave27	Saindo...
Text.Visitor.Leave28	Me escreva
Text.Visitor.Leave29	Me mande um email
Text.Visitor.Leave30	Tenho mais o que fazer, tchau.
Text.Visitor.Leave31	Tenho que visitar outras pessoas
Text.Visitor.Leave32	Tenho que ir.
Text.Visitor.Leave33	Bom, tá na hora.
Text.Visitor.Leave34	AI MEU DEUS, tenho que ir, tchau.
Text.Visitor.Leave35	Bom, tenho que ir pegar as crianças
Text.Visitor.Leave36	Bom, tenho que ir no shopping
Text.Visitor.Leave37	Bom, tenho que ir comprar pão
Text.Visitor.Leave38	Bom, tenho que ir comprar alguma coisa
Text.Visitor.Leave39	Bom, tenho que ir lanchar
Text.Visitor.Leave40	Bom, tenho que ir me preparar
Text.Visitor.Leave41	Bom, tenho que ir e aproveitar minha liberdade
Text.Visitor.Leave42	...
Text.Visitor.Leave43	Eu fui enganado online
Text.Visitor.Leave44	Fui assaltado
Text.Visitor.Leave45	Esta foi uma visita memorável!
Text.Visitor.Leave46	Meu advogado vai te ligar
Text.Visitor.Leave47	Onde coloquei o passe de ônibus?
Text.Visitor.Leave48	Eu tenho que ir trabalhar
Text.Visitor.Leave49	Eu tenho que ir me inscrever para o desemprego
Text.Visitor.Leave50	Ei, você pode me dar um pequeno empréstimo, mesmo com grandes juros?
Text.Visitor.Leave51	Você tem troco para o ônibus?
Text.Visitor.Leave52	Eu preciso sair para tomar um ar
Text.Visitor.Leave53	eu preciso de um banho
Text.Visitor.Leave54	Eu tenho que fazer as malas
Text.Visitor.Leave55	Você me pegou até o nariz
Text.Visitor.Leave56	Não consigo nem olhar para você!
Text.Visitor.Leave57	Pela primeira vez você poderia ter me deixado falar
Text.Visitor.Leave58	Você me dá nojo!
Text.Visitor.Leave59	Terminei
Text.Visitor.Leave60	Não me importas
Text.Visitor.Leave61	Mas isso não tem mais nada a ver *COM VOCÊ*!
Text.Visitor.Leave62	Se você não tem vontade de me ouvir, diga
Text.Visitor.Leave63	Você não me deixa conseguir um trunfo!
Text.Visitor.Leave64	É que. Já não sei o que fazer
Text.Visitor.Leave65	Que falta de visita.
Text.Visitor.Leave66	Eu ficarei doente
Text.Visitor.Leave67	Estou cansado
Text.Visitor.Leave68	Nunca entendi o que vi em você
Text.Visitor.Leave69	Que bosta...
Text.Visitor.Leave70	Estou irritado!
Text.Visitor.Leave71	Não me ligue
Text.Visitor.Leave72	Não me escreva
Text.Visitor.Leave73	Nunca me senti tão insultado!
Text.Visitor.Leave74	Olhe para si mesmo…achando que é importante
Text.Visitor.Leave75	Volte para sua cela
Text.Visitor.Leave76	Não se preocupe - irei dizer a todos como você AINDA ESTÁ nos negócios
Text.Visitor.Leave77	Reze por mim
Text.Visitor.Leave78	Vou rezar por você
Text.Visitor.Leave79	Falarei com seus amigos pra não se preocuparem
Text.Visitor.Leave80	Falarei com a vovó pra não se preocupar
Text.Visitor.Leave81	Falarei comas crianças pra não se preocuparem
Text.Visitor.Leave82	Estou indo
Text.Visitor.Leave83	Lá vou eu...
Text.Visitor.Leave84	Me despeço
Text.Visitor.Leave85	Isso é tudo pessoal
Text.Visitor.Leave86	Não chore por mim.
Text.Visitor.Leave87	Não desista ainda
Text.Visitor.Leave88	Cuide-se
Text.Visitor.Leave89	Estou tão triste pelo rumo que as coisas tomaram
Text.Visitor.Leave90	Adeus
Text.Visitor.Leave91	Até
Text.Visitor.Leave92	Não é você, sou eu.
Text.Visitor.Leave93	Tchauzinho.
	
Text.Player.Hint1	Use 'GRAPHIC' para mover o personagem.
Text.Player.Hint2	Pressione 'GRAPHIC' para conversar, coletar e usar objetos. Com 'GRAPHIC' você pode atacar. Com 'GRAPHIC' você pode ver os perfis.
Text.Player.Hint3	A vida na prisão é cheia de rotinas; Respeite-as e os guardas o deixarão em paz enquanto você trama sua fuga.
Text.Player.Hint4	Para entregar itens a outros presos, pressione 'GRAPHIC' perto deles. Claro: não deixe os guardas pegarem você!
Text.Player.Hint5	Use a mesa da sua cela para guardar itens. Porém, cuidado - se os guardas revistarem sua cela e encontrarem itens ilegais, você terá um grande problema!
Text.Player.Hint6	Se você passar pelos detectores com objetos ilegais, eles alertarão os guardas.
Text.Player.Hint7	Tarefas manuais cansam você. Sente-se, durma, coma ou tome banho para reduzir a fadiga.
Text.Player.Hint8	Coloque os uniformes sujos do carrinho nas máquinas de lavar. Ao terminar, coloque os uniformes limpos no carrinho correspondente.
Text.Player.Hint9	Você perderá seu emprego se não atingir a cota diária.
Text.Player.Hint10	Leia livros para aumentar seu nível intelectual!
Text.Player.Hint11	Vá para a academia para aumentar sua VELOCIDADE e FORÇA! Quando você estiver na máquina que deseja, pressione 'GRAPHIC' e 'GRAPHIC' para treinar.
Text.Player.Hint12	Se você perder a saúde, vai acordar na enfermaria para se recuperar. Objetos ilegais e parte do dinheiro que você carrega serão apreendidos.
Text.Player.Hint13	Quando as luzes se apagarem, durma até o dia seguinte para salvar seu progresso.
	
Text.Confirm	OK
Text.Back	Voltar
Text.Cancel	Cancelar
Text.PressStart	APERTE START
	
Text.Item.Baton	Cassetete
Text.Item.Battery	Bateria
Text.Item.BarOfSoap	Sabão
Text.Item.BedDummy	Boneco
Text.Item.BookA	Livro Azul
Text.Item.BookB	Livro cinza
Text.Item.BookC	Livro amarelo
Text.Item.BedSheet	Lençol
Text.Item.Bleach	Água sanitária
Text.Item.BlueBedSheet	Lençol azul
Text.Item.Broom	Vassoura
Text.Item.Candle	Vela
Text.Item.Cement	Cimento
Text.Item.Comb	Pentear
Text.Item.CombShiv	Canivete
Text.Item.ContrabandPouch	Contrabando
Text.Item.CookedFood	Comida Cozida
Text.Item.Cup	Xícara
Text.Item.Chocolate	Chocolate
Text.Item.Crowbar	Pé de cabra
Text.Item.CraftinNote	Instruções
Text.Item.CircuitBoard	Placa de circuito
Text.Item.CyanKey	Chave Ciano
Text.Item.DeadRat	Rato morto
Text.Item.DiceGame	Jogo de dados
Text.Item.Dice	Dados
Text.Item.DIYTattooKit	Kit de tatuador
Text.Item.DuctTape	Fita adesiva
Text.Item.FlimsyCutters	Alicate frágil
Text.Item.FlimsyShovel	Pá frágil
Text.Item.Foil	Papel de aluminio
Text.Item.Fork	Garfo
Text.Item.FakeVentCover	Grade falsa
Text.Item.FakeWallBlock	Parede falsa
Text.Item.File	Arquivo
Text.Item.FireExtinguisher	Extintor de incêndio
Text.Item.Glue	Cola
Text.Item.GrappleHead	Gancho duplo
Text.Item.GrappleHook	Gancho de garra
Text.Item.GreenKey	Chave Verde
Text.Item.GreenKeyMould	Molde Chave Verde
Text.Item.HotChocolate	Chocolate líquido
Text.Item.Ink	Tinta
Text.Item.KeyMouldGreen	Molde da Chave Verde
Text.Item.KeyMouldOrange	Molde da Chave Laranja
Text.Item.KeyMouldPurple	Molde da Chave Roxa
Text.Item.KeyMouldRed	Molde da chave vermelha
Text.Item.KeyMouldYellow	Molde da Chave Amarela
Text.Item.Knife	Faca
Text.Item.KnuckleDuster	Punho americano
Text.Item.LicensePlate	Matrícula
Text.Item.Lighter	Isqueiro
Text.Item.MakeshiftHandle	Asa improvisada
Text.Item.Medicine	Medicina
Text.Item.MagazineA	Revista roxa
Text.Item.MagazineB	Revista amarela
Text.Item.MagazineC	Revista azul
Text.Item.MagazineD	Revista marrom
Text.Item.MetalSheet	Placa de metal
Text.Item.Mints	Balas
Text.Item.MoltenChocolate	Chocolate líquido
Text.Item.MoltenPlastic	Plástico derretido
Text.Item.Mop	Esfregão
Text.Item.Nunchuks	Nunchuks
Text.Item.OrangeKey	Chave Laranja
Text.Item.OrangeKeyMould	Molde da Chave Laranja
Text.Item.Overalls	Macacões
Text.Item.PaperClip	Clipe
Text.Item.PickAxe	Picareta
Text.Item.Pillow	Almofada
Text.Item.Plunger	Desentupidor
	
Text.Item.Poster	Poster
Text.Item.POWOutfit	Uniforme de Prisoneiro
Text.Item.PurpleKey	Chave Roxa
Text.item.PurpleKeyMould	Molde de chave Roxa
Text.Item.Putty	Massa
Text.Item.RadioReciever	Receptor de rádio
Text.Item.Rake	Rastelo
Text.Item.RazorBlade	Lâmina de barbear
Text.Item.RazorComb	Lâmina de pente
Text.Item.RedKey	Chave Vermelha
Text.Item.RedKeyMould	Molde de chave vermelha
Text.Item.Rope	Corda
Text.Item.Screwdriver	Chave de fenda
Text.Item.Shears	Tesoura de jardim
Text.Item.SheetRope	Corda de folha
Text.Item.SleepingPills	Pílulas para dormir
Text.Item.SockMace	Meia falsa
Text.Item.Sock	Meião
Text.Item.SuperSockMace	Mega Meião
Text.Item.Soil	Terra
Text.Item.Spatula	Espátula
Text.Item.Spoon	Colher
Text.Item.Stepladders	Escadas
Text.Item.SturdyShovel	Pá resistente
Text.Item.TalcumPowder	Talco
Text.Item.Timber	Madeira
Text.Item.TimberBrace	Cinta de madeira
Text.Item.ToiletRoll	Papel higiênico
Text.Item.ToothbrushShiv	Espeto de escova
Text.Item.Toothbrush	Escova de dentes
Text.Item.Toothpaste	Pasta de dentes
Text.Item.Torch	Tocha
Text.Item.Trowel	Espátula
Text.Item.UncookedFood	Alimentos Não Cozidos
Text.Item.UnvarnishedChair	Cadeira sem verniz
Text.Item.VentCover	Tampa de ventilação
Text.Item.WallBlock	Parede
Text.Item.Whip	Chicote
Text.Item.Wire	Arame
Text.Item.YellowKey	Chave Amarela
Text.Item.YellowKeyMould	Molde de Chave Amarela
Text.Item.Watch	Assistir
	
Text.Object.Library_Book_Container	Estante
Text.Object.Mailman_Letter_Container	Caixa de Correio
	
Text.Clock.RollCall	Chamada Matutina
Text.Clock.Breakfast	Café da manhã
Text.Clock.Job	Trabalho
Text.Clock.RollCall2	Chamada do meio-dia
Text.Clock.Aft.Free	Tempo livre da tarde
Text.Clock.Dinner	Jantar
Text.Clock.Exercise	Período de exercícios
Text.Clock.Showers	Hora do Banho
Text.Clock.Eve.Free	Tempo livre noturno
Text.Clock.RollCall3	Chamada noturna
Text.Clock.LightsOut	Luzes apagadas
Text.Clock.Lunch	Almoço
Text.Clock.Morn.Free	Tempo livre matutino
Text.Clock.Lockdown	Recolher
Text.Clock.LockdownWarning	Os reforsos está a caminho! É melhor você ser rápido ou eles vão expulsá-lo e mandá-lo para a solitária.
	
Text.Day	Dia
	
Text.HUD.PlayProf	Perfil do jogador
Text.HUD.Journal	Diário
Text.HUD.Crafting	Menu de criação
Text.HUD.Load	Carregar
Text.HUD.Controls	Controles
Text.HUD.Profile	Perfil
Text.HUD.LoadQuit	Carregar/Sair
Text.HUD.Paused	Pausado
	
Text.Craft	CRIAR
Text.HUD.Cash	Dinheiro
Text.HUD.Health	Saúde
Text.HUD.Guards	Guarda
	
	
Text.Busted	BUSTED!
Text.Busted.Why	Os guardas encontraram evidências de que você estava cavando e o colocaram em isolamento.
	
Text.Item.G.Outfit.Dirty	Uniforme de guarda sujo
Text.Item.G.Outfit.Clean	Uniforme de guarda
Text.Item.In.Outfit.Dirty	Uniforme de detento sujo
Text.Item.In.Outfit.Clean	Uniforme de detento
Text.Item.DirtyGuardsOutfit	Uniforme de guarda sujo
Text.Item.GuardsOutfit	Uniforme de guarda
Text.Item.DirtyInmatesOutfit	Uniforme de detento sujo
Text.Item.Inmatesoutfit	Uniforme de detento
	
Text.Pause.Quit	Sair
Text.Pause.Resume	Continuar
Text.Pause.Move	Mover
Text.Pause.Action	Ação
Text.Pause.CycleInventory	Mudança de inventário
Text.Pause.Crafting	Criação
	
Text.Pause.Pickup	Recolher / Largar
Text.Pause.Use	Usar item do inventário
	
Text.SitDown	Sentar-se
Text.Item.Desk	Escrivaninha
Text.Item.FoodTray	Bandeja
Text.BedRest	Descansar
Text.WorkOut	Treinar
Text.MedicBed	Descansar e curar
Text.WashingMachine	Máquina de lavar
Text.DirtyLaundry	Roupa suja
Text.CleanLaundry	Roupa limpa
	
Text.Continue	Continuar
	
Text.Gym.Distance	Distância
Text.Gym.Reps	Repetições
Text.Gym.Hits	Golpes
Text.Gym.LogLifts	Levantamentos
Text.Gym.Skips	Saltos
Text.Gym.ChinUps	Dominadas
	
Text.Dialogue.1b	Use *GRAPHIC* para mover o personagen.
Text.Dialogue.1c	Use *GRAPHIC* para interagir.
Text.Dialogue.1d	Use *GRAPHIC* para pegar e largar objetos.
	
Text.Dialogue.2	Os trabalhos na prisão são uma forma legal de ganhar algum dinheiro extra e também de manter os guardas longe de você.
Text.Dialogue.2b	De fato. Esquecemos de avisar que já estão te esperando na lavanderia, você está atrasado!
Text.Dialogue.2c	AVISO: o diretor NÃO tolerará o absenteísmo e o não cumprimento das cotas terá consequências.
	
Text.Dialogue.3	Uau! Com isso você já fez EXCESSO de limpeza!
Text.Dialogue.3b	Siga a seta apontando para a próxima cela e roube a FITA AMERICANA da mesa. Que você está esperando?
	
Text.Dialogue.4	Coloque os uniformes sujos do carrinho nas máquinas de lavar.
Text.Dialogue.4b	Ao terminar, coloque os uniformes limpos no carrinho correspondente.
	
Text.Dialogue.6	Vá para a academia para aumentar sua VELOCIDADE e FORÇA!
Text.Dialogue.6b	Alternate between *GRAPHIC* and *GRAPHIC* to work out once you're on the desired equipment.
	
Text.Dialogue.8	To cycle through your inventory use the (LB) and (RB) buttons. Once happy with your highlighted selection - press *GRAPHIC* once to equip, then again to use!
Text.Dialogue.8b	Quando estiver na máquina desejada, pressione *GRAPHIC* e *GRAPHIC* para treinar.
	
Text.Dialogue.9	Acabou o tempo!
	
Text.Controls.Equip	Equipar
Text.Controls.UseNoJap	Usar
Text.Controls.Use	Usar
Text.Controls.Cycle	Alterar objetos
Text.Controls.Crafting	Criando
Text.Controls.Discard	Soltar
Text.Controls.Action	Ação
Text.Controls.Pickup	Escolher
Text.Controls.Move	Mover
	
Text.Jobs.JobBoard	Quadro de avisos
Text.Jobs.Vacancy	Vaga
	
Text.Jobs.Gardener	Jardineiro
Text.Jobs.Janitor	Zelador
Text.Jobs.Kitchen	Cozinheiro
Text.Jobs.Laundry	Lavador
Text.Jobs.Librarian	Bibliotecário
Text.Jobs.MailMan	Carteiro
Text.Jobs.MetalShop	Metalúrgico
Text.Jobs.OutfitMaking	Alfaiate
Text.Jobs.Unloading	Carregador
Text.Jobs.WoodShop	Marceneiro
Text.Jobs.QuitCurrentJob	Demitido
	
Text.For	para 
